iter	RMSE
409	0.7015123512
410	0.7004693926
411	0.6994954962
412	0.6981709493
413	0.6975949855
414	0.696762531
415	0.6956364337
416	0.6948846421
417	0.6939818667
418	0.6929287342
419	0.6919847613
420	0.6912160131
421	0.6902648666
422	0.6892463045
423	0.6883054777
424	0.6875406458
425	0.6863051344
426	0.6855851269
427	0.6845437322
428	0.6837524906
429	0.6830276969
430	0.6821408837
431	0.6807267304
432	0.6798868521
433	0.6793017796
434	0.6783935478
435	0.6775896657
436	0.6766635822
437	0.6759162309
438	0.6749711407
439	0.6737510506
440	0.6728318689
441	0.6721016407
442	0.6711497497
443	0.6703599081
444	0.6694275607
445	0.6687038172
446	0.6677497436
447	0.667095879
448	0.6662679733
449	0.6651458691
450	0.6639203688
451	0.6632621107
452	0.6620565681
453	0.6613571213
454	0.66059093
455	0.6598461576
456	0.6588247816
457	0.6581674551
458	0.6574570294
459	0.656957619
460	0.65593375
461	0.6549262034
462	0.6541200632
463	0.6532063407
464	0.6524912747
465	0.6516196494
466	0.6508072785
467	0.650148112
468	0.6491969924
469	0.6484159058
470	0.6477075154
471	0.6470360698
472	0.6464312638
473	0.6450928749
474	0.6443127885
475	0.6436949133
476	0.6429201673
477	0.6419178263
478	0.6408570336
479	0.6402942453
480	0.6393626634
481	0.6387217271
482	0.6379009167
483	0.637191819
484	0.6362126631
485	0.6354287169
486	0.6348570968
487	0.6342255393
488	0.6333205654
489	0.6322592955
490	0.631442873
491	0.6307537211
492	0.6297934706
493	0.6289520245
494	0.6282934352
495	0.6274878365
496	0.6266445045
497	0.6259293382
498	0.6250048659
499	0.62432112
500	0.6237868103
501	0.6227728217
502	0.6222071433
503	0.6214569988
504	0.6207933039
505	0.6199692229
506	0.619534184
507	0.6187291434
508	0.6180215589
509	0.6173900277
510	0.6164660035
511	0.6157354584
512	0.6150896826
513	0.6144049288
514	0.6136184003
515	0.612893005
516	0.6122096763
517	0.6116812838
518	0.6109645518
519	0.6101226332
520	0.6090499392
521	0.6084479973
522	0.6075951131
523	0.6070796267
524	0.6061676325
525	0.6053680637
526	0.6041820117
527	0.6035880502
528	0.6027713284
529	0.6021198496
530	0.6013152157
531	0.6006830037
532	0.6001403805
533	0.5995756627
534	0.5989829892
535	0.5980888985
536	0.5972814057
537	0.5966893268
538	0.5957031132
539	0.5950449987
540	0.5944049414
541	0.5933519521
542	0.5927345961
543	0.5918448259
544	0.5911246695
545	0.5904728726
546	0.5899662517
547	0.5896208919
548	0.589015602
549	0.5884628885
550	0.5877081927
551	0.5871274533
552	0.5862828403
553	0.5856970198
554	0.5847482165
555	0.5840711588
556	0.5833427121
557	0.5824874823
558	0.5818971237
559	0.5812482799
560	0.5804132212
561	0.5797007137
562	0.5790921382
563	0.5785138487
564	0.5780053986
565	0.5775265145
566	0.5770437635
567	0.5763334113
568	0.5756940212
569	0.5752975351
570	0.5746580794
571	0.5740663668
572	0.5736603377
573	0.5729934887
574	0.572303012
575	0.5714739072
576	0.5704565374
577	0.5697248115
578	0.568985099
579	0.5685457953
580	0.5680083945
581	0.5668549973
582	0.566221765
583	0.565612607
584	0.565007338
585	0.5643982181
586	0.5639745459
587	0.5633946944
588	0.5627378103
589	0.5621019417
590	0.5615018159
591	0.5609415077
592	0.5603902631
593	0.5597620509
594	0.5591693024
595	0.5587240301
596	0.5579963492
597	0.5575272868
598	0.5570018415
599	0.5565209925
600	0.5559374211
601	0.5554589837
602	0.5547182782
603	0.55410667
604	0.5536635981
605	0.5529061027
606	0.552253404
607	0.5515431112
608	0.5504766597
609	0.5499204332
610	0.5492606146
611	0.5486665156
612	0.5477168527
613	0.5471686281
614	0.5461635844
615	0.5455944066
616	0.5449380025
617	0.5444251362
618	0.5438094126
619	0.5433529804
620	0.542941559
621	0.5422693715
622	0.5418309667
623	0.5413021328
624	0.5407240953
625	0.5400375297
626	0.5395201572
627	0.5390488504
628	0.5385747453
629	0.5381372861
630	0.5373669778
631	0.5368961956
632	0.5361912016
633	0.5357634764
634	0.5351142488
635	0.5343105001
636	0.5336664674
637	0.5331033566
638	0.5327276944
639	0.5321232333
640	0.5315962583
641	0.5311213862
642	0.5304200033
643	0.529623676
644	0.5291807833
645	0.5288653928
646	0.5285145756
647	0.5277776044
648	0.5271135985
649	0.5265470834
650	0.5259350531
651	0.5254387124
652	0.5249114107
653	0.5241942368
654	0.5236455817
655	0.5230805033
656	0.5226082824
657	0.522139102
658	0.521659954
659	0.5209707752
660	0.5203261455
661	0.5197556619
662	0.5191121437
663	0.5187117319
664	0.5183197309
665	0.5179694986
666	0.5173403595
667	0.5168230564
668	0.5163370295
669	0.5159588313
670	0.5151839627
671	0.5146794405
672	0.5139538831
673	0.5134308781
674	0.5129933792
675	0.5123953253
676	0.511759725
677	0.5113128051
678	0.5104970315
679	0.510081959
680	0.5095886924
681	0.5087423131
682	0.508119949
683	0.5076475505
684	0.5072903756
685	0.5067458251
686	0.5061300508
687	0.5058077674
688	0.5052765668
689	0.5046787018
690	0.5042855746
691	0.5037955689
692	0.5034833811
693	0.5028717372
694	0.5025616558
695	0.5022096275
696	0.5017206496
697	0.5013318961
698	0.5009653062
699	0.500455997
700	0.5000019769
701	0.4994138761
702	0.4989648298
703	0.4984697805
704	0.4976207184
705	0.4970399254
706	0.4965982415
707	0.4957936331
708	0.4953062333
709	0.4945315728
710	0.4940931919
711	0.493381822
712	0.4931086239
713	0.4926027534
714	0.4921381537
715	0.4917128406
716	0.4913077375
717	0.4907528668
718	0.4904077802
719	0.4900433946
720	0.4896964639
721	0.4893843138
722	0.4888362052
723	0.4882305473
724	0.4878080982
725	0.4874419371
726	0.4870543566
727	0.486751628
728	0.4864766703
729	0.4861145378
730	0.4857156972
731	0.4852966443
732	0.4848478802
733	0.4841749595
734	0.4836975723
735	0.483277007
736	0.4830012071
737	0.4824702357
738	0.4818868783
739	0.4813290316
740	0.4809091473
741	0.4805092147
742	0.4802065578
743	0.4797761411
744	0.4794915859
745	0.4789660469
746	0.4785614717
747	0.478330765
748	0.477945401
749	0.4776422802
750	0.4771772322
751	0.4769177735
752	0.4765406051
753	0.4762320377
754	0.4757907569
755	0.4753712403
756	0.4750721199
757	0.4746248037
758	0.4743760566
759	0.473803534
760	0.4733347704
761	0.472966953
762	0.4725755481
763	0.4721142866
764	0.4716327392
765	0.4712806089
766	0.4708653014
767	0.4704469838
768	0.4700608416
769	0.4696475532
770	0.4691946364
771	0.4687899851
772	0.4684405284
773	0.4681127171
774	0.4678503869
775	0.4674627804
776	0.46704371
777	0.4665993903
778	0.4661261052
779	0.4654727008
780	0.465024695
781	0.4645242741
782	0.4640509312
783	0.4637543723
784	0.4632851198
785	0.4626674254
786	0.4622239001
787	0.4619048731
788	0.4611534315
789	0.4607386493
790	0.4602115504
791	0.459836675
792	0.4594248673
793	0.4590838444
794	0.4584973886
795	0.4581121332
796	0.4575375808
797	0.4571799034
798	0.4567274338
799	0.4562086682
800	0.4558167455
801	0.4554680164
802	0.4549292289
803	0.4545533177
804	0.4540642922
805	0.4536913606
806	0.453374053
807	0.452945804
808	0.4524234948
809	0.451784449
810	0.4514553921
811	0.4510681717
812	0.4507703389
813	0.4502709377
814	0.4497605698
815	0.4492059262
816	0.4488247951
817	0.4483774367
818	0.4480774065
819	0.4476384827
820	0.4472652256
821	0.4469315331
822	0.4464365882
823	0.4460587187
824	0.4455441642
825	0.4450257673
826	0.4447847041
827	0.4443519113
828	0.4439134364
829	0.4436191609
830	0.4433222266
831	0.4427582411
832	0.442195143
833	0.4418566757
834	0.4416090991
835	0.4410575069
836	0.4408084271
837	0.4403883658
838	0.4399897314
839	0.4396098703
840	0.439022995
841	0.4386093771
842	0.4381601699
843	0.4378595445
844	0.437645054
845	0.4374212666
846	0.43712487
847	0.4366836563
848	0.4360956456
849	0.4357934594
850	0.435494754
851	0.4351616353
852	0.4347267825
853	0.4343698195
854	0.4340347607
855	0.4335810909
856	0.4331850351
857	0.4327947337
858	0.4324070321
859	0.4319684601
860	0.4316670485
861	0.4311228937
862	0.4307268216
863	0.4303443833
864	0.4300490597
865	0.429569426
866	0.4289710058
867	0.4287860026
868	0.4284364959
869	0.4280490758
870	0.4277112887
871	0.4273418412
872	0.4269922842
873	0.426670932
874	0.4263257989
875	0.4258248192
876	0.4253109358
877	0.4249885522
878	0.4246092322
879	0.4240316555
880	0.4234883139
881	0.4229905429
882	0.4226033088
883	0.4222596303
884	0.4220136551
885	0.4216843219
886	0.421113869
887	0.4207416123
888	0.420371082
889	0.4200777796
890	0.4196906634
891	0.4194929037
892	0.4190836866
893	0.4187942771
894	0.4184394995
895	0.4181382337
896	0.4178733587
897	0.4175903675
898	0.4171840873
899	0.4167292702
900	0.4163663872
901	0.4160091234
902	0.4156367359
903	0.4153353582
904	0.4148238294
905	0.4145516816
906	0.4142504219
907	0.4136722402
908	0.4133654078
909	0.4130567938
910	0.4125785531
911	0.4123359466
912	0.4120817369
913	0.4117496223
914	0.4112865873
915	0.4108135614
916	0.4105728308
917	0.4102703671
918	0.4099880694
919	0.4097975499
920	0.4094376369
921	0.4090398795
922	0.4087249769
923	0.4084269363
924	0.4079654514
925	0.4075306671
926	0.4070906485
927	0.4067412904
928	0.4062706562
929	0.4059412967
930	0.4055996715
931	0.4053532429
932	0.4051164617
933	0.4047166268
934	0.4043395403
935	0.403935644
936	0.4036021244
937	0.4032873631
938	0.4030517962
939	0.4027863816
940	0.4023423224
941	0.4018783994
942	0.4016184142
943	0.4012813102
944	0.4010556101
945	0.4007382845
946	0.400337552
947	0.3999555294
948	0.3994378695
949	0.3989951851
950	0.3985251274
951	0.3982005583
952	0.3978641449
953	0.3976734123
954	0.3972257209
955	0.3968478276
956	0.3966095789
957	0.3961737836
958	0.3957599779
959	0.3954923473
960	0.3952166265
961	0.3950502335
962	0.3946671942
963	0.3942930652
964	0.3939046403
965	0.3935995871
966	0.3932136446
967	0.392893441
968	0.3925194119
969	0.3921824319
970	0.391917482
971	0.3915801437
972	0.3912542922
973	0.3910404646
974	0.3907132096
975	0.3902879615
976	0.3898554623
977	0.3895412715
978	0.38928202
979	0.3890377827
980	0.3888034945
981	0.3885614293
982	0.3882484696
983	0.3877639533
984	0.3872852182
985	0.3870750728
986	0.3868249809
987	0.3864099613
988	0.3861458071
989	0.3857859092
990	0.3855338565
991	0.3852908635
992	0.3849491693
993	0.38461547
994	0.3842801586
995	0.3840666743
996	0.3838072638
997	0.3834610451
998	0.3831722054
999	0.3828716722
